用户id	用户注册时间	最后登录时间	免费筹码	身上货币量	最高拥有	最大赢取	贡献台费	登录总次数	站内好友数	经验值	等级	积分	性别	互动道具	玩过的最大小盲	破产线	IP地址	玩牌局数	赢牌局数	输牌局数	正常牌局	非正常牌局	最高牌类型
7795432	2014/10/8	2014/10/8	0	1050	null	40	0	2	0	32	2	0	0	0	10	40	14.149.198.157	8	1	0	16	0	0
7795429	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	221.1.95.205	null	null	0	0	0	0
7795428	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	58.253.58.83	null	null	0	0	0	0
7795426	2014/10/8	2014/10/8	0	970	null	null	0	2	2	8	2	0	0	0	10	40	120.195.108.103	2	null	0	4	0	0
7795425	2014/10/8	2014/10/8	187530	2810	2270	200	0	2	2	458	5	0	0	0	10	40	113.13.205.139	73	33	19	146	0	7
7795422	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	182.118.96.113	null	null	0	0	0	0
7795421	2014/10/8	2014/10/8	0	770	null	null	0	2	2	13	2	0	1	0	0	20	119.117.180.121	2	null	0	4	0	0
7795420	2014/10/8	2014/10/8	0	200	null	null	0	2	1	0	0	0	0	0	0	20	121.35.65.218	null	null	0	0	0	0
7795418	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	1	0	0	20	183.7.225.103	null	null	0	0	0	0
7795416	2014/10/8	2014/10/8	188657	4660	null	2330	0	2	2	116	3	0	0	0	10	40	112.113.29.246	18	3	0	36	0	0
7795415	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	10	40	114.91.169.93	null	null	0	0	0	0
7795413	2014/10/8	2014/10/8	14778	1800	null	740	0	2	3	143	4	0	0	0	10	40	113.140.73.158	19	5	0	40	0	0
7795412	2014/10/8	2014/10/8	66417	3577	3937	1790	0	2	3	179	4	0	0	0	10	40	125.73.128.160	33	4	25	72	0	8
7795408	2014/10/8	2014/10/8	0	150	14122	1352	80	2	0	446	5	1	1	0	50	1000	111.161.8.25	37	10	22	74	0	8
7795406	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	113.107.24.45	null	null	0	0	0	0
7795404	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	117.33.214.134	null	null	0	0	0	0
7795402	2014/10/8	2014/10/8	195639	6672	6382	1460	0	2	0	275	5	0	0	0	10	40	183.166.69.153	41	8	23	84	0	7
7795401	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	61.154.125.240	null	null	0	0	0	0
7795396	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	223.73.71.208	null	null	0	0	0	0
7795394	2014/10/8	2014/10/8	0	1000	null	null	0	2	0	8	2	0	0	0	10	40	112.242.89.90	1	null	0	4	0	0
7795391	2014/10/8	2014/10/8	0	850	null	null	0	2	0	8	2	0	0	0	10	40	27.225.169.69	1	null	0	2	0	0
7795389	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	119.186.62.2	null	null	0	0	0	0
7795388	2014/10/8	2014/10/8	0	780	null	null	0	2	1	24	2	0	1	0	50	1000	110.6.237.9	3	null	0	4	0	0
7795387	2014/10/8	2014/10/8	0	980	null	null	0	2	0	19	2	0	1	0	10	40	182.133.139.32	3	null	0	4	0	0
7795376	2014/10/8	2014/10/9	24454	1122	null	420	0	3	0	75	3	5	0	0	10	40	113.106.207.137	12	2	0	13	0	0
7795375	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.202.114.157	null	null	0	0	0	0
7795372	2014/10/8	2014/10/8	0	0	null	null	0	1	0	0	0	0	1	0	0	20	42.231.50.52	null	null	0	0	0	0
7795369	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	39.187.198.31	null	null	0	0	0	0
7795366	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	113.17.91.30	null	null	0	0	0	0
7795364	2014/10/8	2014/10/9	0	200	28400	2200	1220	3	0	267	5	5	1	0	50000	1000	223.221.206.111	62	22	26	62	0	7
7795360	2014/10/8	2014/10/8	11211	2690	null	250	0	2	1	90	3	0	0	0	10	40	220.163.55.26	5	1	0	6	0	0
7795358	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	1	0	10	40	171.111.53.116	null	null	0	0	0	0
7795356	2014/10/8	2014/10/8	0	780	null	null	0	2	0	10	2	0	0	0	50000	1000	219.156.124.11	1	null	0	1	0	0
7795355	2014/10/8	2014/10/8	2574	2810	null	1350	0	2	0	53	3	0	0	0	10	40	106.91.141.48	7	1	0	8	0	0
7795348	2014/10/8	2014/10/9	4600	50	3700	1050	60	3	13	349	5	5	0	0	50	1000	223.73.172.248	47	11	27	49	0	6
7795346	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	60.165.210.69	null	null	0	0	0	0
7795345	2014/10/8	2014/10/10	0	790	800	null	0	4	2	13	2	10	0	0	0	20	123.155.146.3	1	null	1	2	0	0
7795344	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	1	0	0	20	124.156.6.26	null	null	0	0	0	0
7795341	2014/10/8	2014/10/8	153783	860	8130	395	0	2	1	298	5	0	0	0	50000	1000	125.109.87.217	12	4	8	12	0	5
7795334	2014/10/8	2014/10/8	2795	1580	null	60	0	2	2	97	3	0	0	0	10	40	49.77.103.132	6	5	0	6	0	0
7795330	2014/10/8	2014/10/8	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.159.2.144	null	null	0	0	0	0
7795328	2014/10/8	2014/10/8	0	0	null	1020	0	2	1	180	4	0	0	0	10	40	123.139.188.224	24	8	0	24	0	0
7795323	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	10	40	114.234.112.181	null	null	0	0	0	0
7795324	2014/10/8	2014/10/8	0	0	3028	1078	0	2	9	511	6	0	0	10	10	40	59.35.10.31	79	22	20	80	0	8
7795321	2014/10/8	2014/10/8	39353	120	null	420	0	2	0	41	2	0	0	0	10	40	219.156.157.202	5	1	0	5	0	0
7795317	2014/10/8	2014/10/10	33	130	1740	220	0	4	0	154	4	10	1	0	10	40	123.138.71.224	32	14	18	32	0	7
7795313	2014/10/8	2014/10/8	5379	1240	null	380	0	2	0	65	3	0	0	0	10	40	218.87.100.10	8	2	0	9	0	0
7795312	2014/10/8	2014/10/8	8405	1794	2590	362	0	2	0	211	4	0	1	0	10	40	60.184.105.12	37	4	33	37	0	7
7795308	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	10	40	42.224.16.141	null	null	0	0	0	0
7795307	2014/10/8	2014/10/8	0	0	null	null	0	1	0	0	0	0	0	0	0	20	59.40.225.101	null	null	0	0	0	0
7795306	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	58.59.239.167	null	null	0	0	0	0
7795305	2014/10/8	2014/10/8	366	10	null	520	0	2	1	216	4	0	0	0	10	40	180.139.90.201	34	6	0	34	0	0
7795304	2014/10/8	2014/10/8	0	0	26487	3770	340	2	3	913	7	0	0	20	50	1000	183.46.185.57	131	37	35	132	0	8
7795299	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	10	40	182.243.193.176	null	null	0	0	0	0
7795298	2014/10/8	2014/10/8	0	950	null	null	0	2	0	11	2	0	1	0	10	40	112.38.168.24	3	null	0	4	0	0
7795291	2014/10/8	2014/10/8	40	170	null	500	0	2	0	117	3	0	0	0	10	40	60.165.133.191	19	4	0	19	0	0
7795290	2014/10/8	2014/10/8	0	800	null	null	0	2	2	0	0	0	1	0	0	20	218.5.122.193	null	null	0	0	0	0
7795289	2014/10/8	2014/10/8	0	790	null	null	0	2	0	28	2	0	0	0	10	40	49.119.7.65	6	null	0	8	0	0
7795288	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	10	40	218.200.13.181	null	null	0	0	0	0
7795282	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	125.116.61.243	null	null	0	0	0	0
7795278	2014/10/8	2014/10/8	0	400	null	7590	490	2	1	266	5	0	1	0	250	1000	60.28.184.211	39	12	0	40	0	0
7795274	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	125.116.61.243	null	null	0	0	0	0
7795273	2014/10/8	2014/10/8	0	710	null	null	0	2	0	39	2	0	0	0	10	40	223.89.208.48	8	null	0	9	0	0
7795269	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	1	0	0	20	119.248.116.231	null	null	0	0	0	0
7795267	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.228.255.51	null	null	0	0	0	0
7795265	2014/10/8	2014/10/8	0	0	22622	9070	0	2	2	915	7	0	1	0	10	40	60.181.137.180	292	125	167	294	0	8
7795264	2014/10/8	2014/10/8	0	980	null	null	0	2	0	5	2	0	1	0	10	40	125.68.204.124	1	null	0	1	0	0
7795263	2014/10/8	2014/10/8	0	0	null	null	0	1	1	0	0	0	1	0	0	20	118.79.62.122	null	null	0	0	0	0
7795256	2014/10/8	2014/10/8	387634	5900	null	2110	0	2	4	116	3	0	0	0	10	40	59.37.164.140	14	5	0	15	0	0
7795253	2014/10/8	2014/10/8	0	980	null	null	0	2	1	15	2	0	0	0	10	40	124.88.173.120	1	null	0	1	0	0
7795248	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	106.123.254.57	null	null	0	0	0	0
7795243	2014/10/8	2014/10/8	0	900	null	null	0	2	0	5	2	0	0	0	0	20	110.185.8.215	null	null	0	0	0	0
7795241	2014/10/8	2014/10/8	0	0	4490	1810	160	2	0	357	5	0	0	0	100	1000	220.161.41.47	66	10	15	68	0	8
7795236	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	1	0	0	20	223.89.226.76	null	null	0	0	0	0
7795232	2014/10/8	2014/10/9	0	990	null	null	0	3	1	8	2	5	0	0	10	40	117.163.154.2	1	null	0	2	0	0
7795230	2014/10/8	2014/10/8	0	800	null	null	0	2	5	0	0	0	0	0	0	20	124.225.61.102	null	null	0	0	0	0
7795225	2014/10/8	2014/10/8	0	785	null	null	0	2	0	3	1	0	1	0	5	40	106.111.6.224	2	null	0	2	0	0
7795218	2014/10/8	2014/10/8	0	0	null	null	0	1	0	0	0	0	0	0	0	20	222.80.242.57	null	null	0	0	0	0
7795216	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	1	0	0	20	183.236.124.127	null	null	0	0	0	0
7795210	2014/10/8	2014/10/8	0	0	null	null	0	2	0	20	2	0	0	0	10	40	221.7.253.104	5	null	0	5	0	0
7795209	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	110.189.22.161	null	null	0	0	0	0
7795208	2014/10/8	2014/10/9	0	10000	63944200	13540000	6116950	3	0	1456	8	55	0	69	50000	1000	49.73.12.88	332	66	264	2	0	8
7795207	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	121.15.232.34	null	null	0	0	0	0
7795206	2014/10/8	2014/10/8	6	1070	null	120	0	2	4	51	3	0	1	0	10	40	221.227.251.89	6	1	0	6	0	0
7795203	2014/10/8	2014/10/8	0	0	null	null	0	1	3	0	0	0	0	0	0	20	121.10.214.106	null	null	0	0	0	0
7795202	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	27.185.34.27	null	null	0	0	0	0
7795198	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	125.113.198.201	null	null	0	0	0	0
7795197	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	120.200.246.80	null	null	0	0	0	0
7795194	2014/10/8	2014/10/8	211329	2830	null	1800	0	2	0	101	3	0	0	0	10	40	223.67.184.198	13	4	0	13	0	0
7795193	2014/10/8	2014/10/8	100337	2100	null	3400	0	2	4	354	5	0	0	0	10	40	116.1.89.194	50	19	0	52	0	0
7795192	2014/10/8	2014/10/8	45	1000	1000	10	0	2	2	47	3	0	0	0	10	40	182.100.14.28	7	2	2	7	0	0
7795191	2014/10/8	2014/10/10	0	1000	21645	4792	4020	4	3	1708	9	20	1	3	100	1000	42.49.87.115	547	211	334	803	8	9
7795190	2014/10/8	2014/10/8	0	800	null	null	0	2	0	3	1	0	0	0	0	20	222.81.40.169	1	null	0	2	0	0
7795188	2014/10/8	2014/10/8	0	780	null	null	0	2	0	3	1	0	0	0	0	20	61.163.121.136	2	null	0	2	0	0
7795187	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	182.141.229.41	null	null	0	0	0	0
7795181	2014/10/8	2014/10/8	10	1080	null	30	0	2	0	83	3	0	1	0	10	40	112.251.148.230	12	7	0	13	0	0
7795180	2014/10/8	2014/10/8	0	738	null	10	0	2	0	32	2	0	0	0	10	40	111.112.163.248	3	1	0	3	0	0
7795177	2014/10/8	2014/10/8	0	0	null	4000	0	2	2	70	3	0	1	0	5	40	112.5.243.187	8	1	0	8	0	0
7795176	2014/10/8	2014/10/8	0	920	null	null	0	2	0	8	2	0	0	0	10	40	117.62.99.73	1	null	0	2	0	0
7795174	2014/10/8	2014/10/8	0	990	null	null	0	2	0	8	2	0	1	0	10	40	120.218.113.5	1	null	0	2	0	0
7795170	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.61.21.38	null	null	0	0	0	0
7795169	2014/10/8	2014/10/8	0	970	null	null	0	2	0	11	2	0	0	0	10	40	122.140.49.34	3	null	0	3	1	0
7795167	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	119.6.206.23	null	null	0	0	0	0
7795164	2014/10/8	2014/10/8	0	0	null	230	0	2	0	74	3	0	0	0	10	40	117.29.71.212	8	2	0	8	0	0
7795158	2014/10/8	2014/10/8	0	300	null	2000	300	2	0	290	5	0	0	0	100	1000	113.64.34.143	28	10	0	28	0	0
7795156	2014/10/8	2014/10/8	0	950	null	null	0	2	0	11	2	0	0	0	10	40	218.85.175.33	4	null	0	4	0	0
7795154	2014/10/8	2014/10/8	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.42.48.6	null	null	0	0	0	0
7795151	2014/10/8	2014/10/8	5123	1950	null	790	0	2	0	116	3	0	0	0	10	40	218.56.39.189	18	10	0	18	0	0
7795149	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	5	0	0	0	20	117.24.45.53	null	null	0	0	0	0
7795145	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	119.99.191.146	null	null	0	0	0	0
7795143	2014/10/8	2014/10/9	0	800	null	null	0	3	4	0	0	5	0	0	0	20	60.181.137.180	null	null	0	0	0	0
7795142	2014/10/8	2014/10/9	35036488	56787	58167	9995	760	3	0	251	4	10	0	10	10	40	14.29.81.121	33	15	18	46	0	7
7795141	2014/10/8	2014/10/8	0	980	null	null	0	2	0	8	2	0	0	0	10	40	183.206.83.98	2	null	0	2	0	0
7795136	2014/10/8	2014/10/8	805	300	null	110	0	2	0	50	3	0	0	0	10	40	59.47.43.101	9	1	0	9	0	0
7795133	2014/10/8	2014/10/8	0	770	null	null	0	2	0	3	1	0	1	0	0	20	60.181.138.133	2	null	0	2	0	0
7795131	2014/10/8	2014/10/8	26765	140	1150	468	40	2	0	73	3	0	1	0	50	1000	124.166.231.178	11	3	8	11	0	3
7795130	2014/10/8	2014/10/8	270947	4552	16519	6020	40	2	0	712	6	0	1	10	25	400	111.161.8.25	95	23	55	95	1	8
7795125	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	0	0	0	20	113.243.100.241	null	null	0	0	0	0
7795124	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	120.36.68.74	null	null	0	0	0	0
7795119	2014/10/8	2014/10/9	685427	7220	6840	1880	0	3	0	586	6	5	0	10	10	40	117.136.9.148	100	36	33	100	0	8
7795112	2014/10/8	2014/10/8	0	1000	null	177	0	2	1	107	3	0	0	0	10	40	218.14.43.165	6	2	0	6	0	0
7795111	2014/10/8	2014/10/8	0	0	null	null	0	1	0	0	0	0	0	0	0	20	218.10.66.58	null	null	0	0	0	0
7795108	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	1	0	0	20	118.124.146.174	null	null	0	0	0	0
7795107	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	1	0	0	20	180.171.174.11	null	null	0	0	0	0
7795105	2014/10/8	2014/10/9	0	640	800	null	0	3	0	6	2	5	0	0	5	40	117.95.81.134	2	null	2	2	0	4
7795103	2014/10/8	2014/10/9	1176272	22514	31324	11246	0	3	6	895	7	5	1	0	50	1000	175.8.88.229	152	51	101	154	0	8
7795099	2014/10/8	2014/10/9	0	0	11003529	1997000	514670	3	3	936	7	5	0	5	10000	1000	119.39.234.65	106	29	21	106	0	8
7795098	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	223.73.82.67	null	null	0	0	0	0
7795090	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.211.116.103	null	null	0	0	0	0
7795086	2014/10/8	2014/10/8	0	910	null	null	0	2	0	14	2	0	0	0	10	40	117.92.74.188	4	null	0	4	0	0
7795084	2014/10/8	2014/10/8	299	1070	null	200	0	2	0	47	3	0	0	0	10	40	114.83.146.97	7	1	0	7	0	0
7795081	2014/10/8	2014/10/8	70752	18268	15598	6590	0	2	0	303	5	0	0	0	10	40	116.20.47.216	48	16	25	50	1	7
7795079	2014/10/8	2014/10/8	9113	190	null	1640	0	2	1	192	4	0	1	0	50	1000	120.34.222.188	26	17	0	26	0	0
7795076	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	123.129.155.99	null	null	0	0	0	0
7795074	2014/10/8	2014/10/8	0	1000	null	null	0	2	0	8	2	0	0	0	10	40	42.234.211.12	1	null	0	2	0	0
7795073	2014/10/8	2014/10/9	0	800	null	null	0	3	3	10	2	5	0	0	250000	1000	219.137.219.156	null	null	0	0	0	0
7795072	2014/10/8	2014/10/8	0	0	null	null	0	1	2	0	0	0	0	0	0	20	61.158.175.166	null	null	0	0	0	0
7795067	2014/10/8	2014/10/8	0	960	null	null	0	2	0	39	2	0	0	0	10	40	112.11.3.22	8	null	0	9	0	0
7795064	2014/10/8	2014/10/8	0	150	null	480	0	2	6	177	4	0	1	0	10	40	122.247.85.195	18	2	0	18	0	0
7795063	2014/10/8	2014/10/8	0	0	null	null	0	1	5	0	0	0	1	0	0	20	218.10.66.58	null	null	0	0	0	0
7795054	2014/10/8	2014/10/8	0	1120	null	null	0	2	3	23	2	0	0	0	10	40	119.253.60.66	2	null	0	1	1	0
7795051	2014/10/8	2014/10/8	0	1100	null	null	0	2	0	19	2	0	1	0	10	40	222.84.1.138	3	null	0	4	0	0
7795048	2014/10/8	2014/10/9	359768	3080	null	1030	0	3	1	69	3	5	1	0	50000	1000	111.167.169.174	5	2	0	6	0	0
7795047	2014/10/8	2014/10/8	116092	1114	null	1413	0	2	2	483	6	0	0	8	10	40	60.211.222.226	76	21	0	78	0	0
7795044	2014/10/8	2014/10/8	0	980	null	null	0	2	0	11	2	0	1	0	10	40	120.6.42.22	3	null	0	3	0	0
7795040	2014/10/8	2014/10/8	0	960	null	null	0	2	0	8	2	0	0	0	10	40	222.85.25.179	2	null	0	2	0	0
7795037	2014/10/8	2014/10/8	0	720	null	null	0	2	0	5	2	0	1	0	10	40	112.254.196.30	1	null	0	1	0	0
7795035	2014/10/8	2014/10/8	0	0	null	null	0	1	5	0	0	0	1	0	0	20	171.208.100.173	null	null	0	0	0	0
7795034	2014/10/8	2014/10/8	0	1150	null	null	0	2	0	13	2	0	0	0	10	40	120.210.175.115	2	null	0	2	0	0
7795032	2014/10/8	2014/10/8	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.185.16.122	null	null	0	0	0	0
7795030	2014/10/8	2014/10/8	0	0	null	null	0	1	4	0	0	0	0	0	0	20	222.213.239.86	null	null	0	0	0	0
7795023	2014/10/8	2014/10/8	0	0	null	null	0	2	0	12	2	0	0	0	10	40	123.101.175.120	4	null	0	4	0	0
7795020	2014/10/8	2014/10/8	0	800	null	null	0	2	2	0	0	0	0	0	10	40	183.44.162.87	null	null	0	0	0	0
7795014	2014/10/8	2014/10/8	0	970	null	null	0	2	3	18	2	0	0	0	10	40	222.210.169.57	1	null	0	2	0	0
7795013	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	113.78.63.108	null	null	0	0	0	0
7795012	2014/10/8	2014/10/8	0	0	20405	2670	0	2	1	460	5	0	0	0	10	40	182.218.162.22	47	8	23	47	0	7
7795011	2014/10/8	2014/10/8	0	0	10600	1570	100	2	1	501	6	0	0	10	100	1000	182.218.162.22	47	11	15	48	0	8
7795009	2014/10/8	2014/10/8	142988	350	null	3298	60	2	7	133	4	0	0	0	50	1000	60.190.105.203	16	7	0	15	1	0
7795008	2014/10/8	2014/10/8	3	850	null	20	0	2	0	25	2	0	0	0	10	40	120.9.65.75	5	2	0	5	0	0
7795007	2014/10/8	2014/10/10	41294	1150	15686	4000	2850	3	1	613	6	5	0	10	500	1000	122.13.242.70	73	22	51	17	0	7
7795004	2014/10/8	2014/10/10	3000	3000	16880	9258	150	4	4	646	6	10	0	10	250	1000	49.87.73.135	62	19	43	61	1	7
7795003	2014/10/8	2014/10/8	0	800	null	null	0	2	1	0	0	0	1	0	0	20	113.116.15.253	null	null	0	0	0	0
7795001	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	120.68.38.7	null	null	0	0	0	0
7794999	2014/10/8	2014/10/8	0	0	null	null	0	1	1	0	0	0	0	0	0	20	60.15.1.145	null	null	0	0	0	0
7794998	2014/10/8	2014/10/8	0	50	1000	null	0	2	13	35	2	0	0	0	50000	1000	113.84.111.123	5	null	5	6	0	4
7794997	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	113.7.152.132	null	null	0	0	0	0
7794996	2014/10/8	2014/10/9	0	100	1400	400	0	3	5	68	3	5	0	0	10	40	221.225.81.154	7	1	6	7	0	4
7794989	2014/10/8	2014/10/9	0	0	632721	189455	22360	3	0	727	6	10	0	10	1000	1000	110.85.29.7	75	15	48	110	1	6
7794988	2014/10/8	2014/10/8	0	1050	null	null	0	2	0	8	2	0	0	0	10	40	221.2.108.90	1	null	0	1	0	0
7794987	2014/10/8	2014/10/8	0	600	null	null	0	2	0	14	2	0	0	0	10	40	14.29.81.147	3	null	0	4	0	0
7794980	2014/10/8	2014/10/8	0	980	null	null	0	2	3	18	2	0	0	0	10	40	120.38.125.181	1	null	0	2	0	0
7794979	2014/10/8	2014/10/8	0	590	null	null	0	2	2	25	2	0	0	0	10	40	106.120.4.218	5	null	0	6	0	0
7794977	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	180.126.134.88	null	null	0	0	0	0
7794974	2014/10/8	2014/10/8	0	800	null	null	0	2	2	0	0	0	0	0	0	20	171.108.210.217	null	null	0	0	0	0
7794972	2014/10/8	2014/10/9	1838057	3418	null	1120	0	2	0	215	4	5	0	0	10	40	60.5.215.121	25	15	0	25	0	0
7794967	2014/10/8	2014/10/8	0	1000	null	null	0	2	1	8	2	0	1	0	10	40	110.51.20.79	1	null	0	2	0	0
7794966	2014/10/8	2014/10/8	2438	580	1000	120	0	2	0	68	3	0	0	0	10	40	223.97.4.222	11	1	9	13	0	4
7794964	2014/10/8	2014/10/8	0	0	null	1030	360	2	2	251	4	1	0	0	250	1000	60.190.105.203	35	14	0	36	0	0
7794962	2014/10/8	2014/10/8	0	0	null	null	0	1	3	0	0	0	0	0	0	20	171.208.100.173	null	null	0	0	0	0
7794961	2014/10/8	2014/10/8	0	0	null	null	0	1	0	0	0	0	0	0	0	20	222.216.211.79	null	null	0	0	0	0
7794960	2014/10/8	2014/10/8	154923	5759	null	2270	0	2	0	202	4	0	0	0	10	40	182.44.150.21	25	8	0	26	1	0
7794959	2014/10/8	2014/10/8	0	0	null	null	0	1	2	0	0	0	0	0	0	20	59.53.245.198	null	null	0	0	0	0
7794958	2014/10/8	2014/10/8	0	960	null	null	0	2	0	11	2	0	1	0	10	40	175.150.169.48	3	null	0	4	0	0
7794956	2014/10/8	2014/10/8	444	20	null	4122	0	2	0	260	4	0	0	0	10	40	222.75.144.74	37	14	0	37	0	0
7794952	2014/10/8	2014/10/8	0	800	null	null	0	2	21	0	0	0	0	0	0	20	61.152.123.145	null	null	0	0	0	0
7794949	2014/10/8	2014/10/8	0	1000	null	null	0	2	2	18	2	0	0	0	10	40	101.20.2.7	1	null	0	2	0	0
7794947	2014/10/8	2014/10/8	0	800	null	null	0	2	0	0	0	0	0	0	0	20	218.56.136.170	null	null	0	0	0	0
7794945	2014/10/8	2014/10/8	0	780	null	null	0	2	3	21	2	0	0	0	10	40	119.130.187.49	3	null	0	3	0	0
7794942	2014/10/8	2014/10/8	27316	380	null	860	0	2	2	98	3	0	0	0	10	40	182.121.97.101	12	2	0	13	0	0
7794941	2014/10/8	2014/10/8	48	1000	null	20	0	2	2	15	2	0	0	0	10	40	1.204.213.185	2	1	0	2	0	0
7794937	2014/10/8	2014/10/8	0	950	null	null	0	2	0	11	2	0	1	0	10	40	223.97.216.141	3	null	0	4	0	0
7794936	2014/10/8	2014/10/8	207312	4367	null	1450	0	2	0	67	3	0	0	0	10	40	113.12.30.76	4	3	0	4	0	0
7794935	2014/10/8	2014/10/8	0	0	null	null	0	1	2	0	0	0	0	0	0	20	219.145.110.30	null	null	0	0	0	0
7794929	2014/10/8	2014/10/8	12778	1800	null	800	0	2	0	16	2	0	0	0	10	40	171.8.66.249	2	1	0	3	0	0
7794924	2014/10/8	2014/10/8	0	700	null	null	0	2	1	26	2	0	1	0	10	40	180.155.113.65	2	null	0	2	0	0
7794918	2014/10/8	2014/10/8	0	800	null	null	0	2	2	10	2	0	0	0	0	20	111.76.158.148	null	null	0	0	0	0
7794916	2014/10/8	2014/10/9	19423	29	9006	2220	270	3	1	1145	8	5	0	13	250	1000	125.83.96.232	249	59	154	249	1	8
7794915	2014/10/8	2014/10/8	60	40	null	100	0	2	1	42	2	0	0	0	10	40	123.149.83.230	5	1	0	5	0	0
7794914	2014/10/8	2014/10/8	0	0	46696	21188	1900	2	0	1090	7	0	0	0	1000	1000	220.170.158.179	282	98	183	287	0	8
7794909	2014/10/8	2014/10/8	19492	1260	null	440	0	2	0	78	3	0	0	0	10	40	119.53.207.117	8	2	0	8	0	0
7794907	2014/10/8	2014/10/8	0	1180	null	null	0	2	2	20	2	0	0	0	10	40	119.55.21.111	1	null	0	1	0	0
7794903	2014/10/8	2014/10/8	5708	2370	2160	600	0	2	0	188	4	0	0	0	10	40	39.65.169.219	31	16	14	31	0	7
7794900	2014/10/8	2014/10/10	225621	15250	15683	1220	0	4	2	789	7	10	1	10	60	1000	124.225.57.2	130	51	79	130	0	7
7794901	2014/10/8	2014/10/8	194	100	2100	450	0	2	0	171	4	0	0	0	50	1000	118.122.123.222	30	8	22	30	0	6
7794898	2014/10/8	2014/10/8	10950	140	null	200	0	2	2	124	3	0	1	0	10	40	49.64.42.174	14	5	0	14	0	0
7794897	2014/10/8	2014/10/8	0	0	11216	2590	500	2	1	570	6	0	0	11	250	1000	58.252.81.239	58	16	20	58	0	8
